index.dat	true
6364cdbb7f6a14ad9745d9bbfedb0def_004.jpg	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,g_center,h_900,pg_1,q_60,w_1600/6364cdbb7f6a14ad9745d9bbfedb0def.jpg
6364cdbb7f6a14ad9745d9bbfedb0def_005.jpg	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,g_center,h_824,pg_1,q_60,w_1465/6364cdbb7f6a14ad9745d9bbfedb0def.jpg
6364cdbb7f6a14ad9745d9bbfedb0def_006.jpg	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,g_center,h_739,pg_1,q_60,w_1315/6364cdbb7f6a14ad9745d9bbfedb0def.jpg
19a9a3f85ee515bc0822e28bde781e1f_008.jpg	https://i.kinja-img.com/gawker-media/image/upload/c_fit,f_auto,g_center,pg_1,q_60,w_965/19a9a3f85ee515bc0822e28bde781e1f.jpg
19a9a3f85ee515bc0822e28bde781e1f_009.jpg	https://i.kinja-img.com/gawker-media/image/upload/c_fit,f_auto,g_center,pg_1,q_60,w_645/19a9a3f85ee515bc0822e28bde781e1f.jpg
6364cdbb7f6a14ad9745d9bbfedb0def_007.jpg	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,g_center,h_416,pg_1,q_60,w_740/6364cdbb7f6a14ad9745d9bbfedb0def.jpg
19a9a3f85ee515bc0822e28bde781e1f_010.jpg	https://i.kinja-img.com/gawker-media/image/upload/c_fit,f_auto,g_center,pg_1,q_60,w_740/19a9a3f85ee515bc0822e28bde781e1f.jpg
6364cdbb7f6a14ad9745d9bbfedb0def_008.jpg	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_80,pg_1,q_80,w_80/6364cdbb7f6a14ad9745d9bbfedb0def.jpg
6364cdbb7f6a14ad9745d9bbfedb0def_009.jpg	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,g_center,h_78,pg_1,q_60,w_140/6364cdbb7f6a14ad9745d9bbfedb0def.jpg
6364cdbb7f6a14ad9745d9bbfedb0def_010.jpg	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,g_center,h_542,pg_1,q_60,w_965/6364cdbb7f6a14ad9745d9bbfedb0def.jpg
no63bw902mddhwxtjtxh.png	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_80,q_80,w_80/no63bw902mddhwxtjtxh.png
muaaluj2wznfomol9ero.png	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_80,q_80,w_80/muaaluj2wznfomol9ero.png
proxima_nova_cond_bold_it-webfont.woff	https://f.kinja-static.com/assets/fonts/proxima/proxima_nova_cond_bold_it-webfont.woff?01182018
aqhdzcldymb9mkltfhxh.png	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_80,q_80,w_80/aqhdzcldymb9mkltfhxh.png
52a29fe0001de9a08e76ea6d559528e9.png	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_80,q_80,w_80/52a29fe0001de9a08e76ea6d559528e9.png
rnxqtvv6advgidzfs6am.png	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_80,q_80,w_80/rnxqtvv6advgidzfs6am.png
f5zr3vuc90hrpnmx0nme.png	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_80,q_80,w_80/f5zr3vuc90hrpnmx0nme.png
v4sckews2f3bzf0ztbkf.png	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_80,q_80,w_80/v4sckews2f3bzf0ztbkf.png
j59upeyynundqjvbmcwj.png	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_80,q_80,w_80/j59upeyynundqjvbmcwj.png
proxima_nova_cond_xbold-webfont.woff	https://f.kinja-static.com/assets/fonts/proxima/proxima_nova_cond_xbold-webfont.woff?01182018
proxima_nova_cond_thin-webfont.woff	https://f.kinja-static.com/assets/fonts/proxima/proxima_nova_cond_thin-webfont.woff?04172017
oswald-medium.woff2	https://f.kinja-static.com/assets/fonts/oswald/Oswald-Medium.woff2
kqnkjlylkf7tymsqmoqr.png	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_80,q_80,w_80/kqnkjlylkf7tymsqmoqr.png
proxima_nova_cond_xbold_it-webfont.woff	https://f.kinja-static.com/assets/fonts/proxima/proxima_nova_cond_xbold_it-webfont.woff?01182018
eti2h1r4wg0bqxctxenl.png	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_80,q_80,w_80/eti2h1r4wg0bqxctxenl.png
proxima_nova_cond_xbold_it-webfont.woff2	https://f.kinja-static.com/assets/fonts/proxima/proxima_nova_cond_xbold_it-webfont.woff2?01182018
fira-sans-medium.woff2	https://f.kinja-static.com/assets/fonts/fira-sans/fira-sans-medium.woff2?02092016
proxima_nova_cond_bold_it-webfont.woff2	https://f.kinja-static.com/assets/fonts/proxima/proxima_nova_cond_bold_it-webfont.woff2?01182018
proxima_nova_cond_thin_it-webfont.woff2	https://f.kinja-static.com/assets/fonts/proxima/proxima_nova_cond_thin_it-webfont.woff2?04172017
uxa0dpbjtnuyksd8vqrb.jpg	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_450,pg_1,q_80,w_800/uxa0dpbjtnuyksd8vqrb.jpg
amiri-italic.woff2	https://f.kinja-static.com/assets/fonts/amiri/Amiri-Italic.woff2
19a9a3f85ee515bc0822e28bde781e1f_011.jpg	https://i.kinja-img.com/gawker-media/image/upload/c_fit,f_auto,g_center,pg_1,q_60,w_140/19a9a3f85ee515bc0822e28bde781e1f.jpg
fcff13e1e14f7b3a2a7818103a83e3f6_011.jpg	https://i.kinja-img.com/gawker-media/image/upload/c_fit,f_auto,g_center,pg_1,q_60,w_265/fcff13e1e14f7b3a2a7818103a83e3f6.jpg
proxima_nova_cond_thin_it-webfont.woff	https://f.kinja-static.com/assets/fonts/proxima/proxima_nova_cond_thin_it-webfont.woff?04172017
6364cdbb7f6a14ad9745d9bbfedb0def_011.jpg	https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,g_center,h_275,pg_1,q_60,w_490/6364cdbb7f6a14ad9745d9bbfedb0def.jpg
amiri-regular.woff2	https://f.kinja-static.com/assets/fonts/amiri/Amiri-Regular.woff2
fira-sans-light.woff2	https://f.kinja-static.com/assets/fonts/fira-sans/fira-sans-light.woff2?02092016
libre-baskerville-bold.woff2	https://f.kinja-static.com/assets/fonts/libre-baskerville/libre-baskerville-bold.woff2
proxima_nova_cond_bold-webfont.woff	https://f.kinja-static.com/assets/fonts/proxima/proxima_nova_cond_bold-webfont.woff?01182018
fira-sans-light.woff	https://f.kinja-static.com/assets/fonts/fira-sans/fira-sans-light.woff?02092016
fira-sans-medium.woff	https://f.kinja-static.com/assets/fonts/fira-sans/fira-sans-medium.woff?02092016
